No,base_url,section,section_url,group,group_url,url,sub_urls,title,title_kanji,title_kana,description,文字数,ステータス,修正後回答,用語(Kanji),用語(Hiragana),類義(synonyms1),類義(synonyms2),類義(synonyms3),類義(synonyms4),類義(synonyms5),類義(synonyms6),類義(synonyms7),類義(synonyms8),類義(synonyms9),類義(synonyms10),,,,,メモ(memo),受領日
296,http://souzoku-sougi.com/publics/index/139/,は行,http://souzoku-sougi.com/publics/index/139/#page139_368_630,,,http://souzoku-sougi.com/publics/index/139/#page139_130_556,,配偶者間贈与の特例,配偶者間贈与の特例,はいぐうしゃかんぞうよのとくれい,夫婦間で財産を贈与する場合は配偶者控除という措置により優遇されます。以下の条件に全て当てはまれば基礎控除（１１０万円）の他に最高２０００万円を差し引くことができます。①その夫婦の婚姻期間が20年以上であること（戸籍で確認します。事実婚の場合は除きます）②贈与財産が国内にある居住用の土地や家屋であること（居住用の土地や家屋の取得資金の贈与も含まれます） ③贈与を受けた年の翌年3月15日までに贈与を受けた土地や家屋に実際に居住し、その後も引き続いて居住する見込みであること,236,修正中,"婚姻期間が20年以上の夫婦間で、不動産や不動産取得の為の金銭贈与を行う場合、国内居住用に限り、基礎控除110万円の他、最高2,000万円まで控除可能な制度です。また、贈与後翌年の3月15日までに対象の不動産に居住し、その後も居住見込みがある必要があります。",配偶者間贈与の特例,はいぐうしゃかんぞうよのとくれい,,,,,,,,,,,,,,,相続？,20/4/18
298,http://souzoku-sougi.com/publics/index/139/,は行,http://souzoku-sougi.com/publics/index/139/#page139_368_630,,,http://souzoku-sougi.com/publics/index/139/#page139_130_557,,配偶相続人(はいぐうそうぞくにん),配偶相続人,はいぐうそうぞくにん,夫からみた妻、妻からみた夫など被相続人の配偶者は常に他の相続人と同順位で相続人になることをいいます。,50,修正中,例えば、夫からみた妻、妻からみた夫など被相続人の配偶者は常に他の相続人と同順位で相続人になることをいいます。,配偶相続人,はいぐうそうぞくにん,,,,,,,,,,,,,,,相続？,20/4/18
300,http://souzoku-sougi.com/publics/index/139/,は行,http://souzoku-sougi.com/publics/index/139/#page139_368_630,,,http://souzoku-sougi.com/publics/index/139/#page139_130_561,,配当還元価格(はいとうかんげんかかく),配当還元価格,はいとうかんげんかかく,２年間の配当実績値に基づき評価する会社の株価を評価する方法をいいます。,35,要検討,2年間の配当実績値に基づき評価する会社の株価を評価する方法をいいます。,配当還元価格,はいとうかんげんかかく,,,,,,,,,,,,,,,不明,20/4/18
301,http://souzoku-sougi.com/publics/index/139/,は行,http://souzoku-sougi.com/publics/index/139/#page139_368_630,,,http://souzoku-sougi.com/publics/index/139/#page139_130_562,,倍率方式(ばいりつほうしき),倍率方式,ばいりつほうしき,固定資産税評価額に国税局が定める倍率を乗じて評価することをいいます。宅地が市街地以外にある場合に主に用いられます。,57,要検討,,倍率方式,ばいりつほうしき,,,,,,,,,,,,,,,不明,20/4/18
178,https://www.aeonlife.jp/glossary/,さ行,https://www.aeonlife.jp/glossary/word/sa_list.html,さ,,https://www.aeonlife.jp//glossary/word/shirobarichouchinn.html,,白張り提灯 （しろばりちょうちん）,白張り提灯,しろばりちょうちん,お盆提灯の一種で、絵柄のない白い提灯。新盆のために用います。地方によってはそれに戒名を書いたりします。,51,修正中,お盆提灯の一種で、絵柄のない白い提灯のことをいいます。新盆のために用い、地方によってはそれに戒名を書いたりします。,白張り提灯,しろばりちょうちん,,,,,,,,,,,,,,,,20/4/18
644,http://www.osohshiki.jp/knowledge/words/,,,し,http://www.osohshiki.jp/knowledge/words/shi.html,,,白木の位牌(しらきのいはい),,,葬儀・葬式の際に用いる木地のままの位牌。戒名（法名）、俗名、没年月日などを記入して、遺影とともに祭壇に安置します。葬列には、喪主が胸元に揚げて持参します。葬儀・葬式のあとは忌明けまで、中陰壇におまつりし、忌明け後はお寺などに納め、代わりに黒塗りの位牌を仏壇の中に安置します。,137,修正中,白木位牌とは、葬儀の時、祭壇の上に安置するための仮の位牌です。,白木の位牌,しらきのいはい,,,,,,,,,,,,,,,葬祭No1458,20/4/18
645,http://www.osohshiki.jp/knowledge/words/,,,し,http://www.osohshiki.jp/knowledge/words/shi.html,,,白木祭壇(しらきさいだん),,,白木祭壇は、戦後日本が貧しい時代に、使い回しができるという理由で流行しました。仏式の葬祭で使用され、白木で作られた一般的な祭壇です。,66,修正中,伝統的に用いられてきた葬儀の祭壇の種類です。近年、生花で祭壇を作る花祭壇の広がりに伴い、どちらの祭壇を選ぶかという選択肢も出てきています。元々、土葬をしていた時代に、棺を輿（こし）に入れて皆で担いで、野辺送りをしたことに由来しています。,白木祭壇,しらきさいだん,,,,,,,,,,,,,,,葬祭No1466,20/4/18
646,https://www.e-sogi.com/glossary/,,,は,https://www.e-sogi.com/glossary/#は,https://www.e-sogi.com/glossary/#1461814566-992513,url:https://www.e-sogi.com/faq/21.html title:よくある質問「骨上げのときに遺骨を合い箸にするのはなぜですか？」,箸渡し,,,"親族がお骨を箸で渡して骨つぼに納めること。
一般的には二人一組で行い、竹箸や左右で種類の違う箸を使用する。
「箸」と「橋」をかけて「三途の川の橋渡しをする」という説など、意味や語源などについては諸説ある。",102,修正中,ご親族がお骨を箸で渡し、骨つぼに納めることをいいます。一般的には二人一組で種類の違う箸を用いて行います。語源については諸説ありますが、「箸」と「橋」をかけ「三途の川の橋渡しをする」という説などがあります。,箸渡し,はしわたし,合い箸,あいばし,あい箸,はし渡し,はさみ箸,挟み箸,拾い箸,ひろい箸,,,,,,,,20/4/18
304,http://souzoku-sougi.com/publics/index/139/,は行,http://souzoku-sougi.com/publics/index/139/#page139_368_630,,,http://souzoku-sougi.com/publics/index/139/#page139_130_559,,半血兄弟姉妹(はんけつけいていしまい),半血兄弟姉妹,はんけつけいていしまい,兄弟姉妹の中で、父母の両方を同じくする者に対し、父母のどちらか片方のみを同じくする者をいいます。いわゆる異父あるいは異母兄弟姉妹のことです。,70,修正中,兄弟姉妹の中で、父母の両方を同じくする者に対し、父母のどちらか片方のみを同じくする者をいいます。異父あるいは異母兄弟姉妹のこと。,半血兄弟姉妹,はんけつけいていしまい,,,,,,,,,,,,,,,相続？,20/4/18
305,https://www.aeonlife.jp/glossary/,は行,https://www.aeonlife.jp/glossary/word/ha_list.html,は,,https://www.aeonlife.jp//glossary/word/hannnya.html,,般若 （はんにゃ）,般若,はんにゃ,最高の真理を理解する知恵。あらゆる物事の本来のあり方を理解し、仏法の真実の姿をつかむ知性の働き。梵語の「プラジュニャー」を漢字に音訳したものです。,73,修正中,最高の真理を理解する知恵のことをいいます。あらゆる物事の本来のあり方を理解し、仏法の真実の姿をつかむ知性の働き。梵語の「プラジュニャー」を漢字に音訳したものです。,般若,はんにゃ,,,,,,,,,,,,,,,,20/4/18
647,http://www.osohshiki.jp/knowledge/words/,,,は,http://www.osohshiki.jp/knowledge/words/ha.html,,,般若心経(はんにゃしんぎょう),,,膨大な般若経の内容を簡潔に表した経典。1巻。漢訳は鳩摩羅什(くまらじゅう)訳など7種あるが、日本では、「色即是空、空即是色」の句のある玄奘(げんじょう)訳が読経用に広く用いられる。般若波羅蜜多心経。心経。,102,修正中,般若経の内容を簡潔に表した経典のことです。日本では、「色即是空、空即是色」の句のある玄奘(げんじょう)訳が読経用に用いられることが多くあります。,般若心経,はんにゃしんぎょう,,,,,,,,,,,,,,,,20/4/18
648,https://www.e-sogi.com/glossary/,,,ひ,https://www.e-sogi.com/glossary/#ひ,https://www.e-sogi.com/glossary/#1461475855-262694,"url:http://www.e-sogi.com/arekore/ohigan.html title:お彼岸法要
url:http://www.e-sogi.com/magazine/?p=2029 title:お彼岸のお布施に目安はあるの？",彼岸・お彼岸,,,"極楽浄土にいる祖霊に思いをはせて墓参りをし、自らも極楽浄土へ行けるように祈念する仏事。
春彼岸と秋彼岸がある。
年に2回、春分の日と秋分の日を中日として前後の3日、計7日間を指す場合が多いが、旧暦を用いるなど地域により異なる場合もある。
なお、「お彼岸」という言葉はインドで使われている言語のひとつ、サンスクリット語の「パーラミター」（波羅密多）の漢訳で「到彼岸」の略だといわれている。いろいろな迷いの多いこの世から、悟りの世界へ到達するという意味。
「彼岸」（悟りの世界）に対し、現世は「此岸（しがん）」という。",257,修正中,極楽浄土にいる祖霊に思いをはせて墓参りをし、自らも極楽浄土へ行けるように祈念する仏事の事を言います。春彼岸と秋彼岸があり、春分の日と秋分の日を中日として前後の3日、計7日間を指す場合が多いが、旧暦を用いるなど地域により異なる場合もあります。,彼岸,ひがん,お彼岸,おひがん,,,,,,,,,,,,,,20/4/18
306,https://www.aeonlife.jp/glossary/,は行,https://www.aeonlife.jp/glossary/word/ha_list.html,は,,https://www.aeonlife.jp//glossary/word/higanne.html,,彼岸会 （ひがんえ）,彼岸会,ひがんえ,一般には「お彼岸」で親しまれている、春分と秋分を中日として、その前後各三日間にわたる一週間の法会を言う。彼岸の期間中には各寺院が彼岸会の法要を営み、また人々は先祖の墓に詣で、家庭では彼岸団子やおはぎを作って仏壇に供え、先祖の供養を行います。,120,修正中,お彼岸で親しまれている春分と秋分を中日として、その前後各三日間にわたる一週間の法会をいいます。彼岸の期間中には各寺院が彼岸会の法要を営み、また人々は先祖の墓に詣で、家庭では彼岸団子やおはぎを作って仏壇に供え、先祖の供養を行います。,彼岸会,ひがんえ,,,,,,,,,,,,,,,,20/4/18
308,http://souzoku-sougi.com/publics/index/139/,は行,http://souzoku-sougi.com/publics/index/139/#page139_368_630,,,http://souzoku-sougi.com/publics/index/139/#page139_130_581,,悲嘆(ひたん),悲嘆,ひたん,自分にとって大切な人を失ったときに生ずる一連の感情。これは必ず起こる感情で、そのプロセスを通過しない限り立ち直りの段階には至りません。またその悲しみが深いほど、そして表に出せば出すほどそれを乗り超える時間も早いと言われています。,114,修正中,大切な人を失ったときに生ずる一連の感情のことをいいます。大切な方が亡くなった際に必ず起こる感情であり、そのプロセスを通過しない限り立ち直りの段階には至りません。その悲しみが深く、表に出せば出すほど乗り超える時間も早いと言われています。,悲嘆,ひたん,,,,,,,,,,,,,,,,20/4/18
649,https://www.e-sogi.com/glossary/,,,ひ,https://www.e-sogi.com/glossary/#ひ,https://www.e-sogi.com/glossary/#1461814702-428003,url:http://www.e-sogi.com/okonau/yuigon.html title:遺言について,秘密証書遺言,,,"遺言を残す本人が、秘密裏に作成した遺言状。
署名捺印（なついん）のうえ、2名以上の証人の前で、公証人によって遺言内容を伏せたまま遺言の存在を証明してもらうことで遺言と認められる。
また、本人が亡くなった際には、家庭裁判所による検認が必要となる。",122,修正中,遺言を残す本人が、秘密裏に作成した遺言状。署名捺印（なついん）のうえ、2名以上の証人の前で、公証人によって遺言内容を伏せたまま遺言の存在を証明してもらうことで遺言と認められます。,秘密証書遺言,ひみつしょうしょゆいごん,,,,,,,,,,,,,,,,20/4/18
312,http://souzoku-sougi.com/publics/index/139/,は行,http://souzoku-sougi.com/publics/index/139/#page139_368_630,,,http://souzoku-sougi.com/publics/index/139/#page139_130_573,,被保険者期間(ひほけんしゃきかん),被保険者期間,ひほけんしゃきかん,国民年金や厚生年金の被保険者（加入者）であった期間で、加入期間のことです。共済の場合は組合員期間または加入者期間といいます。被保険者になった月から被保険者でなくなった月の前月までを、月単位で計算します。老齢基礎年金の受給資格期間を計算する場合の被保険者期間は、保険料を納めた期間のほか、保険料が免除された期間、合算対象期間(被保険者期間の計算には入れるが、年金額には反映されない期間)が対象になります。,201,修正中,国民年金や厚生年金の被保険者であった期間で加入期間のことです。共済の場合は組合員期間または加入者期間といいます。被保険者になった月から、被保険者でなくなった月の前月までを月単位で計算します。,被保険者期間,ひほけんしゃきかん,,,,,,,,,,,,,,,相続？,20/4/18
650,https://www.e-sogi.com/glossary/,,,ひ,https://www.e-sogi.com/glossary/#ひ,https://www.e-sogi.com/glossary/#1461814664-902510,,非信徒,,,"葬儀を執り行う宗旨宗派と異なる信仰を持つ参列者をいう。無宗教の者も含まれる。
参列者は、参列した葬儀や法要などの流れやしきたりに従うのが一般的とされる。",76,修正中,ご葬儀を執り行う宗旨宗派とは異なる信仰を持つ参列者のことを言い、無宗教の者のことも含まれます。一般的には、自身の宗旨宗派ではなく、参列したご葬儀や法要の流れに従います。,非信徒,ひしんと,,,,,,,,,,,,,,,,20/4/18
309,http://souzoku-sougi.com/publics/index/139/,は行,http://souzoku-sougi.com/publics/index/139/#page139_368_630,,,http://souzoku-sougi.com/publics/index/139/#page139_130_563,,非嫡出子(ひちゃくしゅつし),非嫡出子,ひちゃくしゅつし,正式な婚姻外に生まれた子のことをいいます。例えば愛人との間で生まれた子などです。,40,修正中,正式な婚姻外に生まれた子（例えば愛人との間で生まれた子など）のことをいいます。,非嫡出子,ひちゃくしゅつし,,,,,,,,,,,,,,,相続？,20/4/18
313,https://www.aeonlife.jp/glossary/,は行,https://www.aeonlife.jp/glossary/word/ha_list.html,は,,https://www.aeonlife.jp//glossary/word/hyakkanichi.html,,百か日 （ひゃっかにち）,百か日,ひゃっかにち,命日から数えて百日目の法事。四十九日と一周忌法要の間にある重要な法事。地方によっては故人の供養をするとともに、無縁仏の供養でもある「施餓鬼会」も行います。,77,修正中,命日から数えて百日目の法事のこと。四十九日と一周忌法要の間にある重要な法事のことをいいます。地方によっては故人様の供養をするとともに、無縁仏の供養でもある「施餓鬼会」も行います。,百か日,ひゃっかにち,,,,,,,,,,,,,,,,20/4/18
314,http://souzoku-sougi.com/publics/index/139/,は行,http://souzoku-sougi.com/publics/index/139/#page139_368_630,,,http://souzoku-sougi.com/publics/index/139/#page139_130_574,,標準賞与額(ひょうじゅんしょうよがく),標準賞与額,ひょうじゅんしょうよがく,賞与については、その月に支払われた賞与額の１，０００円未満を切り捨てた額を標準賞与額とします。標準賞与額の上限は１５０万円とされています。,69,要検討,,標準賞与額,ひょうじゅんしょうよがく,,,,,,,,,,,,,,,不明,20/4/18
315,http://souzoku-sougi.com/publics/index/139/,は行,http://souzoku-sougi.com/publics/index/139/#page139_368_630,,,http://souzoku-sougi.com/publics/index/139/#page139_130_575,,標準報酬(ひょうじゅんほうしゅう),標準報酬,ひょうじゅんほうしゅう,厚生年金や共済年金では、毎月の月給及び賞与を基に保険料や年金額を計算します。しかし、各人の給料体系は様々で、かつ変動するため、そのまま使うのは事務的に煩雑です。そこで、報酬月額・賞与額を一定の幅で区分して仮の報酬月額・賞与額を決め、計算の基礎にしています。これを標準報酬（標準報酬月額及び標準賞与額）といいます。標準報酬月額の対象となる報酬の範囲は、基本給のほか役付手当、通勤手当、残業手当などの各種手当を加えたもので、臨時に支払われるものや３カ月を超える期間ごとに受ける賞与等は除きます。標準賞与額の対象となる賞与は、いかなる名称であるかを問わず、労働の対価として受ける全てのもののうち、３カ月を超える期間ごとに受けるもののことをいいます。,321,修正中,厚生年金や共済年金では、月給及び賞与を基に保険料や年金額を計算。各人の給料体系は様々かつ変動するため、そのまま使うのは事務的に煩雑です。報酬月額・賞与額を一定の幅で区分して仮の報酬月額・賞与額を決め、計算の基礎にしています。これを標準報酬といいます。,標準報酬,ひょうじゅんほうしゅう,,,,,,,,,,,,,,,相続？,20/4/18
316,http://souzoku-sougi.com/publics/index/139/,は行,http://souzoku-sougi.com/publics/index/139/#page139_368_630,,,http://souzoku-sougi.com/publics/index/139/#page139_130_576,,標準報酬月額,標準報酬月額,ひょうじゅんほうしゅうげつがく,厚生年金や共済年金では、保険料や年金額を計算する際に標準報酬を用いますが、報酬月額を一定の範囲で分け、それに該当する金額を標準報酬月額といいます。現在は１等級（９万８千円）から３０等級（６２万円）まで３０等級に分けられています。 標準報酬月額は原則として年に一度見直されます。標準報酬月額に保険料率を掛けたものが保険料になり、在職中の標準報酬月額に再評価率を掛けたものを平均したものが年金額の計算に使われます。,205,修正中,厚生年金や共済年金では、保険料や年金額を計算する際に標準報酬を用いますが、報酬月額を一定の範囲で分け、それに該当する金額を標準報酬月額といいます。現在は1等級（9万8千円）から30等級（62万円）まで30等級に分けられています。 ,標準報酬月額,ひょうじゅんほうしゅうげつがく,,,,,,,,,,,,,,,相続？,20/4/18
148,https://www.aeonlife.jp/glossary/,さ行,https://www.aeonlife.jp/glossary/word/sa_list.html,さ,,https://www.aeonlife.jp//glossary/word/shimenawa.html,,標縄・注連縄・七五三縄 （しめなわ）,標縄・注連縄・七五三縄,しめなわ,神前や神事の場にめぐらして、神聖な場と不浄な外界とを区別するもの。新しい藁で左ないにして作り、これに紙垂をはさんで垂らします。神葬では忌竹といって、葉つきの青竹を四方に立て、それに注連縄をつけて斎場の結界に用いたり、棺に注連縄をめぐらしたりします。,124,修正中,神前や神事の場にめぐらして、神聖な場と不浄な外界とを区別するために用います。神葬では忌竹といい、葉つきの青竹を四方に立て、注連縄をつけて斎場の結界に用いたり、棺に注連縄をめぐらしたりします。,標縄,しめなわ,注連縄,七五三縄,,,,,,,,,,,,,,20/4/18
651,https://kotobank.jp/dictionary/sougi/,,,葬儀辞典,,https://kotobank.jp/word/%E7%97%85%E8%80%85%E3%81%AE%E5%A1%97%E6%B2%B9%E3%81%AE%E7%A7%98%E8%B7%A1-1457310,"url:https://kotobank.jp/dictionary/sougi/word/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF-232259 title:カトリック
url:https://kotobank.jp/dictionary/sougi/word/%E4%BF%A1%E8%80%85-537669 title:信者
url:https://kotobank.jp/dictionary/sougi/word/%E6%81%A9%E6%81%B5-41880 title:恩恵
url:https://kotobank.jp/dictionary/sougi/word/%E5%84%80%E5%BC%8F-473492 title:儀式
url:https://kotobank.jp/dictionary/sougi/word/%E6%9E%95%E5%85%83-633820 title:枕元
url:https://kotobank.jp/dictionary/sougi/word/%E7%A5%9E%E7%88%B6-299780 title:神父
url:https://kotobank.jp/dictionary/sougi/word/%E4%B8%A1%E6%89%8B-659442 title:両手
url:https://kotobank.jp/dictionary/sougi/word/%E8%81%96%E6%B2%B9-86547 title:聖油",病者の塗油の秘跡,,,死を迎えようとしているカトリックの信者が、神に許しを求め、神の恩恵を受けるための儀式。枕元に呼ばれた神父は祈りを捧げ、信者の額と両手に聖油を塗ります。,75,修正中,カトリックの信者が死を迎える際、紙に許しを求めて神の恩恵を受けるために行う儀式です。神父が枕元で祈りを捧げ、信者の両手と額に聖油を塗ります。,病者の塗油の秘跡,びょうしゃのとゆのひせき,,,,,,,,,,,,,,,,20/4/18
256,http://www.aoisousai.net/category/1531697.html,,,,,,,つけこうこく(付け広告),付け広告,つけこうこく,　死亡広告の隣に葬儀を請け負う葬祭業者の広告を「○○家葬儀ご用達(ょうたし)△△葬祭」などと入れ、宣伝すると共に、問い合わせ・供花などの注文先を案内するもの。,79,修正中,死亡広告の隣にご葬儀を請け負う葬祭業者の広告を宣伝すると共に、問い合わせ・供花などの注文先を案内するものをいいます。,付け広告,つけこうこく,,,,,,,,,,,,,,,,17/5/18
318,https://www.aeonlife.jp/glossary/,は行,https://www.aeonlife.jp/glossary/word/ha_list.html,は,,https://www.aeonlife.jp//glossary/word/huse.html,,布施 （ふせ）,布施,ふせ,仏や僧・貧者に、衣服・食物などの品物や金銭などを施し与えること。またはその財物。布施には法施、無畏施、財施、があります。法施は、僧侶が教法を説くこと。無畏施は、仏菩薩が一切の衆生から種々の恐怖を取り去って救うこと。財施は僧侶の説法に対して品物や金銭で報いること。,131,修正中,仏や僧・貧者に、衣服・食物などの品物や金銭などを施し与えることを布施と言います。またはその財物。布施には法施、無畏施、財施があります。,布施,ふせ,,,,,,,,,,,,,,,お布施とどちらにするか？,20/4/18
282,http://souzoku-sougi.com/publics/index/139/,な行,http://souzoku-sougi.com/publics/index/139/#page139_368_635,,,http://souzoku-sougi.com/publics/index/139/#page139_130_550,,布張り棺(ぬのばりかん),布張り棺,ぬのばりかん,棺の表面に布を張ったものです。キリスト教葬儀で使われる俗称「キリスト棺」が古くからある布張り棺ですが、最近ではプリント模様の布張り棺などもあり、特に女性の場合に多く使われています。,90,修正中,棺の表面に布を張ったものをいいます。キリスト教葬儀で使われる俗称「キリスト棺」が古くからある布張り棺ですが、最近ではプリント模様の布張り棺などもあり、特に女性の場合に多く使われています。,布張り棺,ぬのばりかん,,,,,,,,,,,,,,,,20/4/18
320,http://souzoku-sougi.com/publics/index/139/,は行,http://souzoku-sougi.com/publics/index/139/#page139_368_630,,,http://souzoku-sougi.com/publics/index/139/#page139_130_567,,普通失踪(ふつうしっそう),普通失踪,ふつうしっそう,特別失踪に該当するような原因がなく、生死不明な失踪期間が7年継続した場合には、7年が満了したときに、死亡したものとみなされます。 ,65,修正中,特別失踪に該当するような原因がなく、生死不明な失踪期間が7年継続した場合に7年が満了した際に、死亡したものとみなされます。,普通失踪,ふつうしっそう,,,,,,,,,,,,,,,相続？,20/4/18
319,http://souzoku-sougi.com/publics/index/139/,は行,http://souzoku-sougi.com/publics/index/139/#page139_368_630,,,http://souzoku-sougi.com/publics/index/139/#page139_130_565,,負担付贈与(ふたんつきぞうよ),負担付贈与,ふたんつきぞうよ,プラスの財産とマイナスの財産を抱き合わせ、贈与を受けた者に借金を負担させるなど一定の義務を負わせる贈与をいいます。個人から負担付贈与を受けた場合の課税は贈与財産の価額から負担額を控除した価額に課税されることになります。,109,要検討,,負担付贈与,ふたんつきぞうよ,,,,,,,,,,,,,,,不明,20/4/18
652,https://www.e-sogi.com/glossary/,,,ふ,https://www.e-sogi.com/glossary/#ふ,https://www.e-sogi.com/glossary/#1461749392-135743,url:http://www.e-sogi.com/magazine/?p=2660 title:プロに聞いた！火葬のとき、棺に入れちゃうと“まずい”もの,副葬品,,,"火葬または納骨の際に、故人に添えられる品物。
遺骸に着装する衣服、装身具、武器や生前のさまざまな所有物、祭具、荘厳具、特製品など。",65,修正中,死者を埋葬するとき、ご遺体に添えて納める品物のことです。邪悪を祓う品、来世での生活用品、生前の愛用品などを納めます。 ,副葬品,ふくそうひん,,,,,,,,,,,,,,,,20/4/18
317,http://www.sakata-sousai.com/word/,は行,,,,http://www.sakata-sousai.com/word/word_093.html,,服喪 ふくも,服喪,ふくも,"喪とは人の死後、親族が家族の死を悼んで、特定の期間遊びや笑いをつつしみ、また酒肉を断って家に謹慎すること。
しかし現在では葬儀・法要以外は喪服を脱ぎ、普段と同じ生活をするようになった。
しかし喪中はできるだけ派手なレジャーや遊興を避け、結婚式の出席や神社の参拝、年始参りも控えるのが通例。",146,修正中,人の死後、親族が死を悼んで特定の期間遊びや笑いを慎み、酒肉を断って家に謹慎することをいいます。現在ではご葬儀・法要以外は普段と同じ生活をするようになりました。喪中は派手な遊興を避け、結婚式の出席や神社の参拝、年始参りも控えるのが通例です。,服喪,ふくも,喪に服す,もにふくす,,,,,,,,,,,,,,17/5/18
,,,,,,,,,,,,,追加,生活保護法第18条に基づき、生活保護を受けている世帯の一員が亡くなり、その葬儀費用を出すことができない場合、自治体からの葬祭扶助の範囲内で執り行われる葬儀のことである。 生活保護葬、民生葬と呼ぶ場合もある。,福祉葬,ふくしそう,民生葬,みんせいそう,生活保護葬,せいかつほごそう,,,,,,,,,,,,
321,http://h-sougi.com/,,,ふ,http://h-sougi.com/category/word_hu,http://h-sougi.com/archives/296,,仏花（ぶっか）,仏花,ぶっか,"お店で「仏花、一束○円」として売られていることが多いので、よく見かける花だと思います。お墓も仏壇も花を供えるところが２ヶ所あるので、２つ１組み（一対）で買うことが多いのですが、必ずしも決まってはいません。
仏花に用いられる花の種類は、菊をメインにして、季節によってキンセンカ、カーネーション、スターチス、リンドウ、グラジオラス、ケイトウ等が使われ、ユリやトルコキキョウが入ると、金額が上がってきます。
菊を供えるのは、菊の芳香に邪気を払う力があるとされ、仏様を守ってくれると信じられているからです。また、仏事にお供えするものの数は奇数が基本ですので、仏花として売られているものは３、５、７本のいずれかが一般的です。
今では本物そっくりの造花があり、仏花もその一つです。これから暑い季節をむかえると、花はすぐ枯れてしまいますし、脱臭機能がついた造花もあります。",379,修正中,仏壇やお墓に供えする花のことをいいます。仏様へのお供えの基本、香、灯、花のひとつでお参りする人の方へ向けて飾ります。仏花の美しさは、仏様に楽しんでもらうと同時に、仏様からお参りする人へ下さるものという意味もあります。,仏花,ぶっか,,,,,,,,,,,,,,,,17/5/18
653,https://kotobank.jp/dictionary/sougi/,,,葬儀辞典,,https://kotobank.jp/word/%E4%BB%8F%E6%95%99-125093#E8.91.AC.E5.84.80.E8.BE.9E.E5.85.B8,"url:https://kotobank.jp/dictionary/sougi/word/%E5%AE%97%E6%95%99%E5%AE%B6-526507 title:宗教家
url:https://kotobank.jp/dictionary/sougi/word/%E6%9C%AC%E8%B3%AA-632173 title:本質",仏教,,,古代インドの宗教家、「仏陀」（紀元前6世紀ごろ）の説いた教え。悩みや苦しみは本質ではなく、人は必ず救われるというのが根本の教えとなっています。,71,修正中,紀元前6世紀ごろに古代インドの宗教家である「仏陀」が説いた教えです。悩みや苦しみは本質ではなく、根本の教えは必ず人は救われるというものです。,仏教,ぶっきょう,,,,,,,,,,,,,,,,20/4/18
654,https://kotobank.jp/dictionary/sougi/,,,葬儀辞典,,https://kotobank.jp/word/%E4%BB%8F%E6%95%99%E5%BC%8F-1457313,"url:https://kotobank.jp/dictionary/sougi/word/%E5%86%A5%E7%A6%8F-640282 title:冥福
url:https://kotobank.jp/dictionary/sougi/word/%E5%83%A7%E4%BE%B6-553369 title:僧侶
url:https://kotobank.jp/dictionary/sougi/word/%E8%91%AC%E5%84%80-551989 title:葬儀
url:https://kotobank.jp/dictionary/sougi/word/%E6%8E%88%E6%88%92-527982 title:授戒",仏教式,,,故人の冥福を祈るために、僧侶を迎えて行う葬儀儀礼です。儀礼の内容は大きく2つに分けることができます。■授戒■引導宗派によって、様々な特徴があります。,74,修正中,故人様のご冥福を祈るために僧侶を迎えて行う葬儀儀礼のことを指します。一連の流れは、通夜からお葬式・告別式、そして最後に火葬という流れになります。,仏教式,ぶっきょうしき,,,,,,,,,,,,,,,,20/4/18
655,https://www.e-sogi.com/glossary/,,,ふ,https://www.e-sogi.com/glossary/#ふ,https://www.e-sogi.com/glossary/#1461815075-666605,"url:http://www.e-butsudan.com/02_top.html title:お仏具とお位牌｜いい仏壇
url:http://www.e-butsudan.com/02_butsugu.html title:お仏具と意味と種類｜いい仏壇",仏具,,,"仏様に供えたり、死者を弔うために使われたりする道具類の総称。
花立や香炉のような仏壇飾りから、数珠など身に着けるものまで多岐に渡る。
仏壇の飾り方などは宗旨宗派によって異なる。
ちなみに、神道では「神具」と呼ばれ、神棚を飾るものなどを指す。",120,修正中,仏様にお供えしたり、死者を弔うために用いる道具類の総称。花立や香炉などの仏壇飾りから、数珠など身に着けるものなどがございます。,仏具,ぶつぐ,,,,,,,,,,,,,,,,20/4/18
656,https://www.e-sogi.com/glossary/,,,ふ,https://www.e-sogi.com/glossary/#ふ,https://www.e-sogi.com/glossary/#1461815191-332031,,仏生会・花祭り,,,"釈迦生誕の日とされる4月8日に行われる法要（宗旨宗派によっては5月8日に行うところもある）。別名「灌仏会（かんぶつえ）」。
仏像に甘茶をかけて祝う。これは、釈迦が生まれたとき、龍（りゅう）が聖なる水（甘露）を注いで産湯にした、あるいは、龍が天から甘露を降らせた、などという言い伝えによる。",144,修正中,釈迦生誕の日とされる4月8日に行われる法要（宗旨宗派によっては5月8日に行うところもある）。別名「灌仏会（かんぶつえ）」とも言います。,仏生会,ぶっしょうえ,花祭り,はなまつり,,,,,,,,,,,,,,20/4/18
